page_id	text	label	Pattern Category	clean_text	char_count	word_count
896	"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible."	1	Obstruction	"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible."	721	118
1779	info@coolhockey.com	0	Not Dark Pattern	info@coolhockey.com	19	1
1004	"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT"	1	Urgency	"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT"	61	11
724	 Safe & Secure Checkout 	0	Not Dark Pattern	Safe & Secure Checkout	22	4
250	GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          	1	Social Proof	GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago	75	11
142	Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago	1	Social Proof	Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago	127	20
1469	Wall Mounted Air Conditioners	0	Not Dark Pattern	Wall Mounted Air Conditioners	29	4
1691	803 Claimed! Hurry, only a few left!	1	Scarcity	803 Claimed! Hurry, only a few left!	36	7
64	Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box	1	Social Proof	Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box	56	9
1186	Only 2 left!	1	Scarcity	Only 2 left!	12	3
141	3 PEOPLE VIEWING	1	Social Proof	3 PEOPLE VIEWING	16	3
360	No thanks, I’d rather pay full price.	1	Misdirection	No thanks, I’d rather pay full price.	37	7
1304	Product Feature	0	Not Dark Pattern	Product Feature	15	2
883	Plant-based Protein	0	Not Dark Pattern	Plant-based Protein	19	2
1317	Parad Combo Deals 	0	Not Dark Pattern	Parad Combo Deals	17	3
198	Last Shape Guide	0	Not Dark Pattern	Last Shape Guide	16	3
1315	 Baby & Toddler Toys 	0	Not Dark Pattern	Baby & Toddler Toys	19	4
1766	Shipping Insurance Remove Insurance	1	Sneaking	Shipping Insurance Remove Insurance	35	4
680	Clocks 	0	Not Dark Pattern	Clocks	6	1
1317	 Cat's Eye Beads 	0	Not Dark Pattern	Cat's Eye Beads	15	3
264	Shop now. Pay later. Always interest-free	0	Not Dark Pattern	Shop now. Pay later. Always interest-free	41	6
1381	Stay with us in India	0	Not Dark Pattern	Stay with us in India	21	5
443	No thanks. I don’t want deals.	1	Misdirection	No thanks. I don’t want deals.	30	6
776	Wyse Thin Client	0	Not Dark Pattern	Wyse Thin Client	16	3
1038	AdjustableBucketHeadbandsSale Items- View All -	0	Not Dark Pattern	AdjustableBucketHeadbandsSale Items- View All -	47	5
648	 Every bicycle tells a story 	0	Not Dark Pattern	Every bicycle tells a story	27	5
1658	 This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in. 	0	Not Dark Pattern	This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in.	137	22
1717	Add and save!	1	Misdirection	Add and save!	13	3
1469	Intercoms & Doorbells	0	Not Dark Pattern	Intercoms & Doorbells	21	3
1536	Boys Purple School Uniforms	0	Not Dark Pattern	Boys Purple School Uniforms	27	4
212	RECENTLY VIEWED 2 others viewed this in the last few hours	1	Social Proof	RECENTLY VIEWED 2 others viewed this in the last few hours	58	11
179	2 viewed per hour	1	Social Proof	2 viewed per hour	17	4
133	1 other customers have this item in their shopping cart	1	Social Proof	1 other customers have this item in their shopping cart	55	10
1408	ONLY A FEW LEFT IN STOCK	1	Scarcity	ONLY A FEW LEFT IN STOCK	24	6
646	1day21:04:58	1	Urgency	1day21:04:58	12	1
1330	Fashion Forms	0	Not Dark Pattern	Fashion Forms	13	2
1348	Stock Low : 6 items left.	1	Scarcity	Stock Low : 6 items left.	25	6
374	NO, I'LL PAY FULL PRICE	1	Misdirection	NO, I'LL PAY FULL PRICE	23	5
1550	Terrarium Light Canopies	0	Not Dark Pattern	Terrarium Light Canopies	24	3
1533	HURRY, LOW IN STOCK!	1	Scarcity	HURRY, LOW IN STOCK!	20	4
1144	Only 4 copies left	1	Scarcity	Only 4 copies left	18	4
1424	2 LEFT	1	Scarcity	2 LEFT	6	2
209	Feedback	0	Not Dark Pattern	Feedback	8	1
605	2 DAYS 13:06:13	1	Urgency	2 DAYS 13:06:13	15	3
1009	Receive news and updates on new products	0	Not Dark Pattern	Receive news and updates on new products	40	7
162	5338 people bought this	1	Social Proof	5338 people bought this	23	4
1103	2 left in stock	1	Scarcity	2 left in stock	15	4
1316	 dFresh - Fresh Products 	0	Not Dark Pattern	dFresh - Fresh Products	23	4
1815	Thanks! -RMO Team	0	Not Dark Pattern	Thanks! -RMO Team	17	3
99	6,743 people have viewed recently	1	Social Proof	6,743 people have viewed recently	33	5
932	Selling fast!	1	Scarcity	Selling fast!	13	2
203	Welcome To Hotter us	0	Not Dark Pattern	Welcome To Hotter us	20	4
1039	ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!	1	Urgency	ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!	75	12
782	 To enable notifications, click 'Allow' when prompted. 	0	Not Dark Pattern	To enable notifications, click 'Allow' when prompted.	53	7
1026	 PHX Mercury 	0	Not Dark Pattern	PHX Mercury	11	2
1009	Easy Release Cleat Kit	0	Not Dark Pattern	Easy Release Cleat Kit	22	4
56	111 people have purchased this item	1	Social Proof	111 people have purchased this item	35	6
1723	Flowers Trivia:	0	Not Dark Pattern	Flowers Trivia:	15	2
675	Your order is reserved for 09:58 minutes!	1	Urgency	Your order is reserved for 09:58 minutes!	41	7
1667	I've recommended The Keeper of Lost Things to everyone.	0	Not Dark Pattern	I've recommended The Keeper of Lost Things to everyone.	55	9
1027	LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+	1	Urgency	LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+	88	18
930	1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.	1	Sneaking	1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.	640	108
573	Celebrity Synthetic Wigs	0	Not Dark Pattern	Celebrity Synthetic Wigs	24	3
73	1626 people seeing this product right now	1	Social Proof	1626 people seeing this product right now	41	7
1667	Book picture is for illustrative purposes only, actual binding, cover or edition may vary.	0	Not Dark Pattern	Book picture is for illustrative purposes only, actual binding, cover or edition may vary.	90	14
1673	Converse	0	Not Dark Pattern	Converse	8	1
188	Stay Connected	0	Not Dark Pattern	Stay Connected	14	2
1357	Only 1 left in Stock	1	Scarcity	Only 1 left in Stock	20	5
1451	sales@ecklers.net	0	Not Dark Pattern	sales@ecklers.net	17	1
520	0 Days 2 Hours 57 Minutes 53 Seconds	1	Urgency	0 Days 2 Hours 57 Minutes 53 Seconds	36	8
3	Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157	1	Social Proof	Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157	92	12
1189	Only 34 Left!	1	Scarcity	Only 34 Left!	13	3
105	William in Pago Pago, United States purchased a	1	Social Proof	William in Pago Pago, United States purchased a	47	8
361	No thanks, I don’t like fun and games.	1	Misdirection	No thanks, I don’t like fun and games.	38	8
1704	PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?	1	Misdirection	PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?	232	38
1488	Explore The NRA Universe Of Websites	0	Not Dark Pattern	Explore The NRA Universe Of Websites	36	6
667	New In Special Occasion	0	Not Dark Pattern	New In Special Occasion	23	4
664	› New Year, New Kit Sale	0	Not Dark Pattern	› New Year, New Kit Sale	24	6
793	HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35	1	Urgency	HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35	91	17
108	 Title of Review 	0	Not Dark Pattern	Title of Review	15	3
622	We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more	0	Not Dark Pattern	We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more	169	26
795	LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds	1	Urgency	LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds	104	20
654	OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds	1	Urgency	OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds	76	15
628	Cellular/Honeycomb Shades	0	Not Dark Pattern	Cellular/Honeycomb Shades	25	2
232	113 people have viewed in the last 24hrs	1	Social Proof	113 people have viewed in the last 24hrs	40	8
4	Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.	0	Not Dark Pattern	Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.	203	30
66	Jamie in Nashville, United States purchased	1	Social Proof	Jamie in Nashville, United States purchased	43	6
163	Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown	1	Social Proof	Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown	101	14
203	Don't miss out! We've sold 38 in the last few days.	1	Social Proof	Don't miss out! We've sold 38 in the last few days.	51	11
355	No, thank you. I prefer to pay the full price	1	Misdirection	No, thank you. I prefer to pay the full price	45	10
420	No Thanks, I don't like exclusive deals.	1	Misdirection	No Thanks, I don't like exclusive deals.	40	7
1522	Loading interface...	0	Not Dark Pattern	Loading interface...	20	2
1026	 SAF Warriors 	0	Not Dark Pattern	SAF Warriors	12	2
113	 Lens Manual Washer 	0	Not Dark Pattern	Lens Manual Washer	18	3
322	No thanks, I'd like 0% off	1	Misdirection	No thanks, I'd like 0% off	26	6
573	Warm Tips	0	Not Dark Pattern	Warm Tips	9	2
1328	 Our Carbon Footprint 	0	Not Dark Pattern	Our Carbon Footprint	20	3
622	 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse 	0	Not Dark Pattern	Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse	65	11
1786	Uncheck the box if you prefer not to receive email updates.	1	Misdirection	Uncheck the box if you prefer not to receive email updates.	59	11
1343	| Add to Compare	0	Not Dark Pattern	| Add to Compare	16	4
407	No Thanks, I Don't Want a Free Gift	1	Misdirection	No Thanks, I Don't Want a Free Gift	35	8
682	 World of Sweats 	0	Not Dark Pattern	World of Sweats	15	3
953	This item is in high demand.	1	Scarcity	This item is in high demand.	28	6
300	Cargo Trousers	0	Not Dark Pattern	Cargo Trousers	14	2
573	Hair Bundles With Closure	0	Not Dark Pattern	Hair Bundles With Closure	25	4
1648	BreakThrough	0	Not Dark Pattern	BreakThrough	12	1
1084	ONLY 1 LEFT! GET IT NOW!	1	Scarcity	ONLY 1 LEFT! GET IT NOW!	24	6
156	Our most recent customers are from New Rochelle, Roseville, and Brooksville	1	Social Proof	Our most recent customers are from New Rochelle, Roseville, and Brooksville	75	11
638	ShopClose menu	0	Not Dark Pattern	ShopClose menu	14	2
822	Used Rifles	0	Not Dark Pattern	Used Rifles	11	2
1379	ONLY 4 LEFT	1	Scarcity	ONLY 4 LEFT	11	3
1338	Limited quantity! 	1	Scarcity	Limited quantity!	17	2
1711	DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM	1	Misdirection	DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM	77	14
1325	Hurry! Only 15 left!	1	Scarcity	Hurry! Only 15 left!	20	4
713	 Motocross Boots 	0	Not Dark Pattern	Motocross Boots	15	2
1328	 Remove Product? 	0	Not Dark Pattern	Remove Product?	15	2
1315	 Nursery 	0	Not Dark Pattern	Nursery	7	1
822	Footwear Accessories	0	Not Dark Pattern	Footwear Accessories	20	2
1429	Only a few more left!	1	Scarcity	Only a few more left!	21	5
592	0011Days:0088Hours:4411Minutes:21125445Seconds	1	Urgency	0011Days:0088Hours:4411Minutes:21125445Seconds	46	1
103	and future features included!	0	Not Dark Pattern	and future features included!	29	4
167	69 people are viewing this	1	Social Proof	69 people are viewing this	26	5
1415	Only 4 items left in stock.	1	Scarcity	Only 4 items left in stock.	27	6
1550	Natural Backgrounds	0	Not Dark Pattern	Natural Backgrounds	19	2
1009	Speed Lace Accessory Kit - Orange	0	Not Dark Pattern	Speed Lace Accessory Kit - Orange	33	6
389	No Thanks, I Prefer Paying Full Price	1	Misdirection	No Thanks, I Prefer Paying Full Price	37	7
1658	Package RecyclingWe do try when possible to reuse packaging from our own suppliers in order to send purchased items to our customers, we ask if the packaging is still in good condition after you've received your goods then please try to use it again or recycle if not possible.	0	Not Dark Pattern	Package RecyclingWe do try when possible to reuse packaging from our own suppliers in order to send purchased items to our customers, we ask if the packaging is still in good condition after you've received your goods then please try to use it again or recycle if not possible.	277	49
817	Ends in 1 Days, 4 Minutes, 44 Seconds	1	Urgency	Ends in 1 Days, 4 Minutes, 44 Seconds	37	8
1451	In Stock - Limited Quantity	1	Scarcity	In Stock - Limited Quantity	27	5
128	on Freight	0	Not Dark Pattern	on Freight	10	2
527	Canvas Wall Art	0	Not Dark Pattern	Canvas Wall Art	15	3
1524	Only 8 left in stock. Almost Gone!	1	Scarcity	Only 8 left in stock. Almost Gone!	34	7
719	JFN V Neck Lace Cut-Out Basic T-Shirt/Tee	0	Not Dark Pattern	JFN V Neck Lace Cut-Out Basic T-Shirt/Tee	41	7
766	or	0	Not Dark Pattern	or	2	1
1197	 Short Sleeve Dresses 	0	Not Dark Pattern	Short Sleeve Dresses	20	3
1059	Limited time only: FREE SHIPPING on all orders, no minimum required!	1	Urgency	Limited time only: FREE SHIPPING on all orders, no minimum required!	68	11
